ts_code,Date,Open,High,Low,Close,pre_close,change,pct_chg,Volume,amount
600519.SH,2010-01-04,172.0,172.0,169.31,169.94,169.82,0.12,0.07,44304.88,753405.635
600519.SH,2010-01-05,170.99,171.5,169.0,169.44,169.94,-0.5,-0.29,31513.18,535720.422
600519.SH,2010-01-06,168.99,169.5,166.31,166.76,169.44,-2.68,-1.58,39889.03,666073.283
600519.SH,2010-01-07,166.76,167.19,161.88,163.72,166.76,-3.04,-1.82,48825.55,801445.269
600519.SH,2010-01-08,164.0,164.0,160.1,162.0,163.72,-1.72,-1.05,36702.09,593162.176
600519.SH,2010-01-11,163.6,164.9,160.5,161.29,162.0,-0.71,-0.44,24461.03,395563.861
600519.SH,2010-01-12,161.45,166.17,160.61,165.65,161.29,4.36,2.7,31063.4,509373.871
600519.SH,2010-01-13,163.99,165.15,161.0,161.44,165.65,-4.21,-2.54,37924.44,621261.8
600519.SH,2010-01-14,162.0,169.2,162.0,168.54,161.44,7.1,4.4,46454.64,775471.608
600519.SH,2010-01-15,168.51,173.38,168.51,169.87,168.54,1.33,0.79,45938.5,788328.964
600519.SH,2010-01-18,170.0,172.26,169.9,170.98,169.87,1.11,0.65,21461.53,368485.894
600519.SH,2010-01-19,170.99,171.5,169.5,169.77,170.98,-1.21,-0.71,17818.91,302797.491
600519.SH,2010-01-20,169.91,170.15,165.8,165.92,169.77,-3.85,-2.27,20972.95,353315.689
600519.SH,2010-01-21,165.86,168.38,165.5,166.73,165.92,0.81,0.49,17257.48,287779.661
600519.SH,2010-01-22,166.6,167.29,161.89,164.13,166.73,-2.6,-1.56,25432.94,416305.093
600519.SH,2010-01-25,163.85,167.3,162.51,166.04,164.13,1.91,1.16,23239.15,385581.318
600519.SH,2010-01-26,168.27,170.17,164.6,166.7,166.04,0.66,0.4,32889.16,553152.669
600519.SH,2010-01-27,166.03,167.78,163.6,163.98,166.7,-2.72,-1.63,19316.57,320765.897
600519.SH,2010-01-28,163.86,170.35,163.5,169.2,163.98,5.22,3.18,30267.52,507716.302
600519.SH,2010-01-29,169.95,170.2,167.68,168.54,169.2,-0.66,-0.39,37172.82,628192.888
600519.SH,2010-02-01,168.88,169.58,167.01,168.89,168.54,0.35,0.21,29655.94,499867.002
600519.SH,2010-02-02,168.0,170.0,166.29,166.52,168.89,-2.37,-1.4,15493.53,260426.281
600519.SH,2010-02-03,166.21,168.1,164.2,165.93,166.52,-0.59,-0.35,23034.65,382974.414
600519.SH,2010-02-04,165.9,169.25,165.13,168.6,165.93,2.67,1.61,22475.33,376703.449
600519.SH,2010-02-05,167.61,171.88,167.0,171.25,168.6,2.65,1.57,26234.3,445744.684
600519.SH,2010-02-08,171.25,175.6,170.52,171.23,171.25,-0.02,-0.01,31496.1,548228.595
600519.SH,2010-02-09,172.0,173.33,170.53,171.11,171.23,-0.12,-0.07,14151.24,243172.993
600519.SH,2010-02-10,172.0,172.59,170.7,171.83,171.11,0.72,0.42,6398.14,109830.207
600519.SH,2010-02-11,171.8,174.44,171.6,173.38,171.83,1.55,0.9,14945.05,259254.548
600519.SH,2010-02-12,173.97,174.2,172.2,173.09,173.38,-0.29,-0.17,9346.4,161899.961
600519.SH,2010-02-22,173.0,173.1,169.07,169.08,173.09,-4.01,-2.32,12178.08,207127.846
600519.SH,2010-02-23,169.25,170.5,164.7,166.75,169.08,-2.33,-1.38,23562.13,391601.201
600519.SH,2010-02-24,166.76,168.6,165.5,167.92,166.75,1.17,0.7,9904.27,165405.133
600519.SH,2010-02-25,166.9,170.0,166.9,168.25,167.92,0.33,0.2,15313.96,258220.826
600519.SH,2010-02-26,168.98,168.98,166.6,166.84,168.25,-1.41,-0.84,10338.58,173028.879
600519.SH,2010-03-01,166.45,167.45,165.99,166.24,166.84,-0.6,-0.36,21734.74,361550.327
600519.SH,2010-03-02,166.61,166.79,164.9,165.6,166.24,-0.64,-0.39,17182.23,284524.248
600519.SH,2010-03-03,165.99,166.24,164.93,165.66,165.6,0.06,0.04,14232.86,235470.73
600519.SH,2010-03-04,166.02,166.85,164.0,165.14,165.66,-0.52,-0.31,14168.97,234440.689
600519.SH,2010-03-05,165.15,165.45,164.28,164.41,165.14,-0.73,-0.44,9770.55,160821.083
600519.SH,2010-03-08,164.48,164.98,162.8,163.18,164.41,-1.23,-0.75,23259.44,380034.354
600519.SH,2010-03-09,163.2,163.7,162.7,163.17,163.18,-0.01,-0.01,12340.97,201437.828
600519.SH,2010-03-10,163.27,163.7,162.9,163.66,163.17,0.49,0.3,11814.06,192984.027
600519.SH,2010-03-11,163.86,164.45,162.58,163.01,163.66,-0.65,-0.4,13518.56,220769.894
600519.SH,2010-03-12,163.02,163.67,161.59,161.92,163.01,-1.09,-0.67,12192.27,197699.619
600519.SH,2010-03-15,161.91,161.91,157.9,158.7,161.92,-3.22,-1.99,15808.51,251338.919
600519.SH,2010-03-16,158.7,159.65,157.9,158.94,158.7,0.24,0.15,7764.13,123284.715
600519.SH,2010-03-17,158.98,160.58,158.9,160.51,158.94,1.57,0.99,18710.93,298972.351
600519.SH,2010-03-18,160.58,161.37,157.75,158.41,160.51,-2.1,-1.31,14726.62,234364.03
600519.SH,2010-03-19,158.88,159.34,158.0,158.76,158.41,0.35,0.22,13361.63,212046.433
600519.SH,2010-03-22,159.24,159.6,157.68,158.0,158.76,-0.76,-0.48,23008.46,364454.79
600519.SH,2010-03-23,157.81,158.48,156.92,157.28,158.0,-0.72,-0.46,18329.9,288785.264
600519.SH,2010-03-24,157.58,159.78,157.55,159.15,157.28,1.87,1.19,20175.66,320611.718
600519.SH,2010-03-25,158.9,158.9,157.8,157.9,159.15,-1.25,-0.79,9813.6,155141.078
600519.SH,2010-03-26,158.17,160.88,158.08,159.66,157.9,1.76,1.11,20527.37,328239.751
600519.SH,2010-03-29,159.7,161.97,159.01,161.72,159.66,2.06,1.29,31475.43,505626.392
600519.SH,2010-03-30,161.76,161.96,159.5,160.01,161.72,-1.71,-1.06,19012.1,304981.145
600519.SH,2010-03-31,159.97,161.62,158.5,158.76,160.01,-1.25,-0.78,14905.16,237596.436
